Phase,AgentID,Starting Room Name,Starting Node,Room Name,Path,Agent Type,Environmental Preference,Circulation Preference,Spatial Preference,Target Normalized Degree Centrality,Target Normalized Closeness Centrality,Target Normalized Betweenness Centrality,Target Normalized PageRank,Target Normalized Clustering,Target Normalized Core Number,Target Normalized Circulation Index,Target Normalized Occupancy,Target Normalized Isovist Area,Target Normalized Perimeter,Target Normalized Compactness,Target Normalized Circularity,Target Normalized Convex Deficiency,Target Normalized Occlusivity,Target Normalized Skewness,Target Normalized Dispersion,Target Normalized Elongation,Target Normalized Incident Radiation,Target Normalized Sunlight Hours,Target Normalized Daylight Factor,Target Normalized Standard Effective Temperature,Target Normalized Predicted Mean Vote,Target Normalized Comfort Acceptance,Target Normalized Subject Condition,Toilet Break Interval,Cafe Break Intervals,Environmental Average,Circulation Average,Spatial Average,Dominant Preference,Target Node Index,Target Node Name
2,381,PUBLIC CORR.,264,PEDIATRIC CLASS LAB,,Student,0.2070484581497797,0.4317180616740088,0.3612334801762114,0.26,0.31,0.85,0.64,0.83,0.55,0.29,0.47,0.73,0.92,0.82,0.95,0.76,0.62,0.99,0.29,0.86,0.86,0.05,0.42,0.63,0.1,0.27,0.45,0.47,0.45,0.3971,0.5329,0.76,Circulation Preference,234,ADMIN CORR.
2,382,EAST ATRIUM,421,CLASSROOM,,Student,0.5100671140939598,0.1275167785234899,0.3624161073825503,0.84,0.18,0.54,0.0,0.3,0.29,0.87,0.19,0.73,0.84,0.59,0.66,0.88,0.33,0.39,0.08,0.47,0.57,0.06,0.19,0.07,0.36,0.22,0.1,0.18,0.24,0.2243,0.4314,0.5625,Environmental Preference,245,HUDDLE
2,383,WEST ATRIUM,77,CLASSROOM,,Student,0.3532338308457711,0.4477611940298508,0.1990049751243781,0.77,0.02,0.51,0.51,0.13,0.39,0.59,0.56,0.26,0.08,0.34,0.32,0.11,0.94,0.52,0.78,0.76,0.98,0.17,0.99,0.98,0.28,0.9,0.03,0.12,0.68,0.6186,0.4171,0.4188,Circulation Preference,380,PUBLIC (ENTRY)
2,384,AUDITORIUM,108,RESEARCH,,Student,0.2303030303030303,0.4909090909090909,0.2787878787878788,0.11,0.31,0.95,0.81,0.77,0.92,0.84,0.23,0.14,0.48,0.13,0.11,0.63,0.12,0.36,0.77,0.91,0.97,0.28,0.31,0.93,0.46,0.66,0.33,0.46,0.48,0.5629,0.6729,0.3425,Circulation Preference,237,STORAGE
2,385,CORRIDOR,211,COLLAB,,Student,0.44,0.4222222222222222,0.1377777777777777,0.93,0.42,0.16,0.48,0.04,0.09,0.75,0.5,0.84,0.46,0.59,0.98,0.07,0.08,0.59,0.48,0.21,0.15,0.54,0.67,0.75,0.72,0.22,0.04,0.22,0.17,0.4414,0.41,0.5112,Environmental Preference,25,HK STORAGE
2,386,STAIR 03,82,COMPUTER CLASSROOM,,Student,0.7291666666666666,0.0208333333333333,0.25,0.83,0.13,0.02,0.21,0.84,0.7,0.35,0.62,0.79,0.82,0.47,0.22,0.24,0.72,0.64,0.71,0.27,0.47,0.09,0.49,0.4,0.76,0.14,0.01,0.55,0.88,0.3371,0.44,0.5762,Environmental Preference,25,HK STORAGE
2,387,ELEVATOR,253,CLASSROOM,,Student,0.2742616033755274,0.3164556962025316,0.4092827004219409,0.22,0.02,0.53,0.94,0.82,0.13,0.71,0.25,0.25,0.9,0.97,0.67,0.83,0.73,0.56,0.48,0.46,0.35,0.42,0.96,0.82,0.58,0.08,0.32,0.7,0.08,0.5043,0.4814,0.6738,Spatial Preference,9,BUILDING LOBBY
2,388,EAST ATRIUM,490,COLLAB,,Student,0.3271028037383178,0.2336448598130841,0.4392523364485982,0.81,0.26,0.27,0.5,0.95,0.85,0.44,0.08,0.51,0.31,0.62,0.77,0.52,0.7,0.27,0.84,0.79,0.67,0.93,0.55,0.3,0.88,0.04,0.88,0.33,0.62,0.6071,0.5829,0.5675,Spatial Preference,9,BUILDING LOBBY
2,389,AUDITORIUM,421,CLASSROOM,,Student,0.0857142857142857,0.6642857142857144,0.25,0.65,0.15,0.48,0.51,0.5,0.48,0.15,0.55,0.03,0.46,0.59,0.03,0.3,0.7,0.54,0.69,0.67,0.25,0.57,0.87,0.84,0.37,0.38,0.06,0.24,0.86,0.4771,0.4171,0.4175,Circulation Preference,380,PUBLIC (ENTRY)
2,390,STUDENT COLLABORATION,78,DIAGNOSTIC CLASS LAB,,Student,0.4202898550724637,0.072463768115942,0.5072463768115942,0.91,0.9,0.87,0.69,0.02,0.33,0.59,0.14,0.17,0.14,0.16,0.75,0.85,0.21,0.38,0.41,0.59,0.71,0.85,0.22,0.27,0.21,0.02,0.31,0.06,0.19,0.37,0.6157,0.3838,Spatial Preference,617,EAST ATRIUM
2,391,PUBLIC CORR.,421,CLASSROOM,,Student,0.0943396226415094,0.3647798742138365,0.5408805031446541,0.79,0.11,0.14,0.01,0.46,0.47,0.78,0.37,0.83,0.55,0.57,0.44,0.15,0.13,0.53,0.62,0.4,0.6,0.58,0.63,0.2,0.9,0.37,0.6,0.5,0.75,0.5543,0.3943,0.4775,Spatial Preference,304,STAIR
2,392,ADMIN CORR.,261,RESEARCH,,Student,0.34375,0.15625,0.5,0.81,0.34,0.59,0.88,0.96,0.25,0.48,0.82,0.71,0.23,0.28,0.36,0.13,0.94,0.54,0.32,0.4,0.96,0.02,0.12,0.42,0.8,0.41,0.37,0.43,0.04,0.4429,0.6157,0.4388,Spatial Preference,69,PUBLIC CORR.
2,393,EAST ATRIUM,78,DIAGNOSTIC CLASS LAB,,Student,0.1944444444444444,0.3518518518518518,0.4537037037037036,0.0,0.64,0.17,0.63,0.89,0.05,0.37,0.61,0.32,0.57,0.07,0.51,0.22,0.12,0.17,0.73,0.39,0.59,0.3,0.73,0.55,0.73,0.3,0.92,0.42,0.01,0.5886,0.3929,0.3388,Spatial Preference,233,ADMIN CORR.
2,394,EXAM SUITE CORRIDOR,34,CLASSROOM,,Student,0.2916666666666667,0.1927083333333333,0.515625,0.51,0.28,0.43,0.9,0.65,0.62,0.79,0.75,0.63,0.2,0.87,0.82,0.84,0.5,0.4,0.9,0.27,0.42,0.19,0.21,0.71,0.5,0.17,0.1,0.5,0.67,0.3286,0.5971,0.645,Spatial Preference,9,BUILDING LOBBY
2,395,EAST ATRIUM,259,CLASSROOM,,Student,0.3282051282051282,0.4871794871794872,0.1846153846153846,0.26,0.36,0.0,0.06,0.23,0.29,0.69,0.47,0.9,0.63,0.33,0.21,0.37,0.64,0.43,0.87,0.69,0.41,0.7,0.69,0.6,0.09,0.41,0.65,0.51,0.74,0.5071,0.27,0.5475,Circulation Preference,57,VESTIBULE
2,396,PUBLIC CORR.,154,HUDDLE,,Student,0.3310810810810811,0.2972972972972973,0.3716216216216216,0.08,0.72,0.39,0.06,0.62,0.08,0.6,0.89,0.37,0.15,0.79,0.83,0.0,0.94,0.86,0.72,0.89,0.18,0.41,0.61,0.56,0.94,0.72,0.21,0.25,0.89,0.5186,0.3643,0.5825,Spatial Preference,9,BUILDING LOBBY
2,397,EAST ATRIUM,421,CLASSROOM,,Student,0.2131147540983606,0.4918032786885246,0.2950819672131147,0.9,0.62,0.71,0.34,0.52,0.01,0.07,0.53,0.43,0.87,0.97,0.75,0.01,0.14,0.55,0.19,0.83,0.62,0.47,0.93,0.13,0.22,0.16,0.87,0.73,0.35,0.4857,0.4529,0.4888,Circulation Preference,585,PATIENT UNIT CORRIDOR
2,398,EAST ATRIUM,58,CLASSROOM STORAGE,,Student,0.075268817204301,0.010752688172043,0.913978494623656,0.65,0.87,0.66,0.17,0.53,0.71,0.82,0.16,0.0,0.65,0.26,0.69,0.8,0.49,0.48,0.52,0.76,0.68,0.25,0.45,0.63,0.36,0.09,0.12,0.56,0.19,0.3686,0.63,0.4863,Spatial Preference,25,HK STORAGE
2,399,STAIR 03,84,CLASSROOM (30),,Student,0.0204081632653061,0.5204081632653061,0.4591836734693877,0.88,0.28,0.38,0.79,0.69,0.36,0.36,0.7,0.31,0.21,0.51,0.09,0.81,0.08,0.56,0.43,0.75,0.9,0.33,0.01,0.91,0.12,0.39,0.08,0.07,0.62,0.3914,0.5343,0.375,Circulation Preference,600,PUBLIC CORR.
2,400,WEST ATRIUM,260,RESEARCH,,Student,0.375,0.4375,0.1875,0.7,0.1,0.62,0.6,0.44,0.63,0.03,0.19,0.11,0.6,0.2,0.13,0.35,0.92,0.46,0.66,1.0,0.29,0.96,1.0,0.25,0.33,0.28,0.01,0.14,0.29,0.4457,0.4457,0.4288,Circulation Preference,619,ADMIN CORR.
2,401,PUBLIC (STAIR),255,ANATOMY CLASS LAB,,Student,0.2469135802469135,0.5185185185185185,0.2345679012345679,0.2,0.19,0.1,0.96,0.49,0.48,0.04,0.12,0.08,0.93,0.16,0.88,0.97,0.51,0.47,0.74,0.25,0.27,0.01,0.02,0.14,0.94,0.45,0.82,0.36,0.56,0.3786,0.3514,0.5925,Circulation Preference,268,SEMINAR
2,402,STAIR 04,267,RESEARCH,,Student,0.0149253731343283,0.2835820895522388,0.7014925373134329,0.88,0.87,0.17,0.86,0.7,0.82,0.45,0.46,0.23,0.65,0.2,0.79,0.2,0.9,0.49,0.95,0.06,0.43,0.07,0.24,0.23,0.59,0.04,0.11,0.34,0.89,0.2443,0.6786,0.5512,Spatial Preference,9,BUILDING LOBBY
2,403,EAST ATRIUM,252,CLASSROOM,,Student,0.2918918918918919,0.4108108108108108,0.2972972972972973,0.06,0.97,0.7,0.95,0.16,0.93,0.02,0.16,0.91,0.55,0.47,0.89,0.44,0.14,0.39,0.68,0.93,0.61,0.49,0.75,0.61,0.14,0.05,0.1,0.35,0.11,0.3929,0.5414,0.5588,Circulation Preference,600,PUBLIC CORR.
2,404,AUDITORIUM,79,CLASSROOM,,Student,0.1302325581395349,0.4418604651162791,0.4279069767441861,0.22,0.69,0.38,0.39,0.51,0.1,0.53,0.29,0.78,0.74,0.46,0.06,0.33,0.35,0.07,0.98,0.41,0.93,0.55,0.46,1.0,0.56,0.93,0.1,0.67,0.08,0.6471,0.4029,0.4712,Circulation Preference,380,PUBLIC (ENTRY)
2,405,VESTIBULE,80,CLASSROOM,,Student,0.1151515151515151,0.3515151515151515,0.5333333333333333,0.17,0.42,0.13,0.57,0.8,0.86,0.16,0.49,0.97,0.06,0.78,0.65,0.05,0.92,0.21,0.56,0.61,0.05,0.85,0.39,0.41,0.6,0.53,0.12,0.5,0.73,0.4214,0.4443,0.525,Spatial Preference,9,BUILDING LOBBY
2,406,SEMINAR,1,AUDITORIUM,,Student,0.5031055900621118,0.1987577639751552,0.2981366459627328,0.13,0.93,0.83,0.17,0.22,0.79,0.08,0.3,0.08,0.84,1.0,0.41,0.96,0.45,0.73,0.73,0.01,0.85,0.77,0.45,0.52,0.16,0.4,0.41,0.02,0.35,0.5086,0.45,0.65,Environmental Preference,43,STAIR
2,407,STAIR,154,HUDDLE,,Student,0.0825242718446602,0.4320388349514563,0.4854368932038835,0.06,0.86,0.76,0.45,0.21,0.02,0.97,0.26,0.83,0.03,0.98,0.82,0.25,0.84,0.26,0.1,0.68,0.27,0.5,0.29,0.77,0.47,0.45,0.09,0.73,0.43,0.4057,0.4757,0.5137,Spatial Preference,9,BUILDING LOBBY
2,408,PUBLIC CORR.,77,CLASSROOM,,Student,0.2875536480686695,0.3261802575107296,0.3862660944206008,0.04,0.08,0.65,0.9,0.18,0.46,0.1,0.99,0.0,0.28,0.49,0.76,0.37,0.17,0.41,0.47,0.67,0.4,0.3,0.44,0.18,0.39,0.47,0.2,0.12,0.82,0.34,0.3443,0.3688,Spatial Preference,46,VESTIBULE
2,409,STAIR 02,31,CLASSROOM,,Student,0.3571428571428571,0.5238095238095238,0.119047619047619,0.65,0.95,0.67,0.39,0.93,0.59,0.59,0.72,0.35,0.91,0.2,0.82,0.17,0.05,0.18,0.67,0.33,0.46,0.36,0.21,0.32,0.09,0.07,0.05,0.69,0.17,0.2229,0.6814,0.4188,Circulation Preference,237,STORAGE
2,410,STUDENT COLLABORATION,37,CLASSROOM,,Student,0.782258064516129,0.1451612903225806,0.0725806451612903,0.19,0.4,0.7,0.72,0.29,0.1,0.49,0.09,0.54,0.84,0.48,0.17,0.05,0.32,0.15,0.33,0.56,0.32,0.07,0.3,0.89,0.55,0.43,0.98,0.56,0.56,0.5057,0.4129,0.36,Environmental Preference,304,STAIR
2,411,STAIR,82,COMPUTER CLASSROOM,,Student,0.2349726775956284,0.2732240437158469,0.4918032786885246,0.57,0.21,0.8,0.39,0.9,0.77,0.31,0.26,0.45,0.95,0.76,0.93,0.96,0.7,0.03,0.96,0.53,0.82,0.39,0.55,0.18,0.75,0.44,0.64,0.78,0.89,0.5386,0.5643,0.7175,Spatial Preference,9,BUILDING LOBBY
2,412,EAST ATRIUM,38,CLASSROOM,,Student,0.4509803921568627,0.4509803921568627,0.0980392156862745,0.6,0.27,0.48,0.24,0.1,0.74,0.11,0.86,0.13,0.82,0.18,0.64,0.9,0.79,0.99,0.33,0.26,0.92,0.17,0.99,0.61,0.22,0.97,0.02,0.51,0.95,0.5571,0.3629,0.5975,Environmental Preference,28,STUDENT COLLABORATION
2,413,STAIR,1,AUDITORIUM,,Student,0.0275229357798165,0.8256880733944953,0.146788990825688,0.86,0.62,0.33,0.21,0.28,0.78,0.02,0.11,0.72,0.41,0.05,0.28,0.45,0.38,0.1,0.43,0.76,0.57,0.7,0.6,0.47,0.14,0.35,0.48,0.17,0.17,0.4729,0.4429,0.3525,Circulation Preference,619,ADMIN CORR.
2,414,WEST ATRIUM,78,DIAGNOSTIC CLASS LAB,,Student,0.0789473684210526,0.3684210526315788,0.5526315789473684,0.07,0.99,0.41,0.24,0.48,0.64,0.53,0.88,0.28,0.25,0.39,0.37,0.77,0.7,0.62,0.85,0.43,0.67,0.46,0.91,0.57,0.68,0.81,0.7,0.03,0.49,0.6857,0.48,0.5287,Spatial Preference,9,BUILDING LOBBY
2,415,EAST ATRIUM,108,RESEARCH,,Student,0.1374999999999999,0.26875,0.5937499999999999,0.14,0.67,0.21,0.98,1.0,1.0,0.89,0.63,0.1,0.06,0.89,0.7,0.37,0.16,0.1,0.7,0.58,0.37,0.7,0.69,0.11,0.78,0.39,0.75,0.27,0.72,0.5414,0.6986,0.385,Spatial Preference,617,EAST ATRIUM
2,416,EAST ATRIUM,429,HUDDLE,,Student,0.1483253588516746,0.4401913875598087,0.4114832535885168,0.72,0.84,0.97,0.88,0.07,0.33,0.17,0.47,0.38,0.75,0.65,0.86,0.02,0.86,0.8,0.27,0.27,0.19,0.49,0.56,0.57,0.22,0.31,0.27,0.89,0.84,0.3729,0.5686,0.5738,Circulation Preference,209,EAST ATRIUM
2,417,STAIR 03,375,COLLAB,,Student,0.4124293785310734,0.0508474576271186,0.5367231638418078,0.4,0.77,0.19,0.22,0.26,0.58,0.19,0.79,0.94,0.99,0.24,0.88,0.28,0.9,0.6,0.8,0.53,0.55,0.54,0.36,0.25,0.92,0.65,0.21,0.31,0.99,0.4971,0.3729,0.7038,Spatial Preference,9,BUILDING LOBBY
2,418,ADMIN CORRIDOR,421,CLASSROOM,,Student,0.4719101123595506,0.4438202247191012,0.0842696629213483,0.16,0.91,0.56,0.41,0.29,0.97,0.83,0.86,0.4,0.1,0.56,0.66,0.87,0.12,0.37,0.62,0.64,0.99,0.08,0.63,0.06,0.28,0.44,0.21,0.12,0.47,0.3843,0.59,0.4625,Environmental Preference,25,HK STORAGE
2,419,STAIR 03,166,HUDDLE,,Student,0.1277777777777778,0.3222222222222222,0.55,0.07,0.99,0.46,0.3,0.68,0.86,1.0,0.62,0.33,0.55,0.11,0.72,0.4,0.91,0.35,0.93,0.34,0.92,0.56,0.87,0.16,0.4,0.48,0.35,0.3,0.92,0.5343,0.6229,0.5375,Spatial Preference,9,BUILDING LOBBY
2,420,EAST ATRIUM,38,CLASSROOM,,Student,0.625,0.0,0.375,0.1,0.32,0.06,0.52,0.86,0.29,0.01,0.74,0.16,0.23,0.65,0.99,0.59,0.49,0.05,0.88,0.42,0.96,0.92,0.54,0.67,0.45,0.64,0.6,0.79,0.65,0.6829,0.3086,0.505,Environmental Preference,377,PUBLIC (STAIR)
2,421,PUBLIC CORR.,228,COLLAB,,Student,0.2569444444444445,0.2013888888888889,0.5416666666666667,0.85,0.44,0.5,0.35,0.86,0.52,0.94,0.82,0.39,0.81,0.16,0.38,0.81,0.95,0.16,0.05,0.7,0.54,0.44,0.6,0.6,0.76,0.62,0.65,0.97,0.37,0.6014,0.6371,0.4638,Spatial Preference,159,WORKROOM/STORAGE
2,422,EAST ATRIUM,259,CLASSROOM,,Student,0.4894736842105263,0.3157894736842105,0.1947368421052631,0.61,0.68,0.74,0.63,0.93,0.1,0.02,0.15,0.68,0.98,0.95,0.87,0.18,0.34,0.62,0.43,0.64,0.05,0.01,0.88,0.35,0.14,0.52,0.41,0.27,0.52,0.3371,0.53,0.6313,Environmental Preference,25,HK STORAGE
2,423,BUILDING LOBBY,264,PEDIATRIC CLASS LAB,,Student,0.603448275862069,0.3793103448275862,0.0172413793103448,0.57,0.77,0.12,0.37,0.71,0.89,0.55,0.07,0.34,0.72,0.48,0.47,0.32,0.42,0.59,0.07,0.39,0.08,0.85,0.32,0.43,0.65,0.59,0.2,0.57,0.81,0.4457,0.5686,0.4262,Environmental Preference,25,HK STORAGE
2,424,EAST ATRIUM,260,RESEARCH,,Student,0.9090909090909092,0.0545454545454545,0.0363636363636363,0.61,0.42,0.49,0.18,0.25,0.22,0.49,0.54,0.71,0.71,0.59,0.59,0.2,0.49,0.12,0.36,0.75,0.95,0.12,0.21,1.0,0.71,0.24,0.81,0.33,0.76,0.5771,0.38,0.4712,Environmental Preference,583,EXAM SUITE CORRIDOR
2,425,AUDITORIUM,166,HUDDLE,,Student,0.2160493827160493,0.2407407407407407,0.5432098765432098,0.24,0.45,0.83,0.46,0.03,0.09,0.99,0.3,0.03,0.21,0.47,0.2,0.71,0.59,0.41,0.07,0.77,0.86,0.64,0.33,0.55,0.07,0.87,0.02,0.78,0.86,0.4771,0.4414,0.3362,Spatial Preference,423,SEMINAR
2,426,AUDITORIUM,250,ADL CLASS LAB,,Student,0.3483870967741935,0.4387096774193548,0.2129032258064515,0.81,0.97,0.63,0.54,0.89,0.37,0.78,0.96,0.24,0.01,0.37,0.31,0.59,0.15,0.49,0.78,0.91,0.95,0.43,0.73,0.57,0.92,0.62,0.21,0.12,0.37,0.6329,0.7129,0.3675,Circulation Preference,436,PUBLIC CORR
2,427,PUBLIC CORR.,516,COLLAB,,Student,0.411764705882353,0.5294117647058822,0.0588235294117647,0.8,0.25,0.46,0.08,0.13,0.49,0.92,0.64,0.05,0.91,0.94,0.76,0.32,0.16,0.15,0.4,0.57,0.43,0.35,0.83,0.6,0.8,0.79,0.37,0.47,0.62,0.5957,0.4471,0.4612,Circulation Preference,619,ADMIN CORR.
2,428,EAST ATRIUM,431,COLLAB HUB,,Student,0.0956521739130434,0.8695652173913042,0.0347826086956521,0.31,0.83,0.73,0.76,0.25,0.94,0.37,0.26,0.87,0.52,0.6,0.16,0.37,0.92,0.5,0.73,0.05,0.19,0.1,0.03,0.01,0.8,0.64,0.3,0.3,0.79,0.2957,0.5986,0.5838,Circulation Preference,469,OPEN HUDDLE
2,429,EAST ATRIUM,38,CLASSROOM,,Student,0.34,0.475,0.185,0.12,0.43,0.29,0.52,0.04,0.85,0.75,0.39,0.89,0.93,0.48,0.07,0.42,0.49,0.93,0.29,0.42,0.62,0.89,0.77,0.41,0.56,0.59,0.14,0.49,0.1,0.5686,0.4286,0.5625,Circulation Preference,619,ADMIN CORR.
2,430,ADMIN CORR.,107,RESEARCH,,Student,0.3443708609271523,0.0927152317880794,0.5629139072847682,0.84,0.48,0.73,0.53,0.75,0.04,0.93,0.77,0.83,0.85,0.06,0.49,0.89,0.5,0.35,0.52,0.47,0.37,0.62,0.16,0.09,0.82,0.82,0.1,0.88,0.69,0.4257,0.6143,0.5612,Spatial Preference,9,BUILDING LOBBY
2,431,ADMIN CORRIDOR,421,CLASSROOM,,Student,0.232258064516129,0.2129032258064516,0.5548387096774194,0.07,0.51,0.29,0.37,0.66,0.17,0.84,0.6,0.08,0.22,0.31,0.57,0.88,0.72,0.42,0.92,0.83,0.45,0.1,0.29,0.78,0.55,0.26,0.12,0.59,0.27,0.3643,0.4157,0.515,Spatial Preference,9,BUILDING LOBBY
2,432,AUDITORIUM,79,CLASSROOM,,Student,0.5121951219512194,0.0182926829268292,0.4695121951219512,0.16,0.43,0.61,0.94,0.05,0.95,0.46,0.03,0.02,0.96,0.44,0.39,0.15,0.85,0.7,0.97,0.15,0.32,0.51,0.21,0.56,0.35,0.7,0.68,0.18,0.26,0.4757,0.5143,0.56,Environmental Preference,469,OPEN HUDDLE
2,433,EAST ATRIUM,290,HUDDLE,,Student,0.35,0.4714285714285715,0.1785714285714285,0.78,0.58,0.92,0.87,0.43,0.74,0.71,0.26,0.91,0.59,0.74,0.87,0.17,0.19,0.73,0.51,0.99,0.3,0.71,0.16,0.95,0.36,0.47,0.53,0.86,0.13,0.4971,0.7186,0.5888,Circulation Preference,436,PUBLIC CORR
2,434,WEST ATRIUM,259,CLASSROOM,,Student,0.2934131736526946,0.3592814371257485,0.3473053892215569,0.98,0.48,0.17,0.53,0.43,0.32,0.88,0.31,0.32,0.02,0.32,0.16,0.68,0.87,0.63,0.43,0.59,0.81,0.32,0.99,0.08,0.42,0.75,0.41,0.24,0.3,0.54,0.5414,0.4288,Circulation Preference,600,PUBLIC CORR.
2,435,ADMIN CORR.,405,COLLAB,,Student,0.5232558139534883,0.2499999999999999,0.2267441860465116,0.01,0.98,0.09,0.98,0.59,0.18,0.17,0.5,0.4,0.42,0.39,0.44,0.21,0.85,0.74,0.57,0.69,0.02,0.69,0.7,0.51,0.46,0.19,0.76,0.89,0.65,0.4757,0.4286,0.5025,Environmental Preference,469,OPEN HUDDLE
2,436,EAST ATRIUM,108,RESEARCH,,Student,0.0588235294117647,0.5882352941176472,0.3529411764705882,0.36,0.2,0.42,0.36,0.28,0.86,0.44,0.05,0.61,0.23,0.69,0.17,0.83,0.94,0.39,0.8,0.72,0.24,0.53,0.01,0.49,0.68,0.83,0.4,0.47,0.51,0.4543,0.4171,0.5825,Circulation Preference,380,PUBLIC (ENTRY)
2,437,WEST ATRIUM,439,COLLAB HUB,,Student,0.4871794871794871,0.4423076923076922,0.0705128205128205,0.21,0.8,0.77,0.16,0.29,0.41,0.69,0.42,0.18,0.6,0.32,0.05,0.07,0.02,0.87,0.88,0.07,0.57,0.58,0.65,0.54,0.68,0.16,0.51,0.29,0.91,0.5271,0.4757,0.3738,Environmental Preference,140,SEMINAR
2,438,AUDITORIUM,431,COLLAB HUB,,Student,0.3710407239819004,0.4389140271493212,0.1900452488687782,0.43,0.17,0.99,0.88,0.69,0.38,0.19,0.88,0.13,0.83,0.14,0.79,0.87,1.0,0.0,0.09,0.25,0.3,0.93,0.99,0.98,0.2,0.72,0.15,0.85,0.67,0.61,0.5329,0.4812,Circulation Preference,234,ADMIN CORR.
2,439,ADMIN CORR.,107,RESEARCH,,Student,0.6206896551724138,0.3218390804597701,0.057471264367816,0.95,0.77,0.77,0.99,0.12,0.62,0.52,0.24,0.08,0.61,0.88,0.02,0.21,0.77,0.33,0.54,0.2,0.65,0.04,0.98,0.48,0.33,0.06,0.26,0.59,0.2,0.4,0.6771,0.43,Environmental Preference,25,HK STORAGE
2,440,PUBLIC CORR.,77,CLASSROOM,,Student,0.1636363636363636,0.5333333333333333,0.303030303030303,0.51,0.5,0.93,0.39,0.47,0.46,0.83,0.76,0.92,0.85,0.23,0.14,0.31,0.7,0.6,0.82,0.0,0.69,0.09,0.52,0.12,0.17,0.92,0.57,0.38,0.3,0.44,0.5843,0.5712,Circulation Preference,233,ADMIN CORR.
2,441,PUBLIC CORR.,261,RESEARCH,,Student,0.4394904458598726,0.4394904458598726,0.1210191082802547,0.34,0.35,0.48,0.71,0.64,0.74,0.3,0.88,0.55,0.79,0.74,0.52,0.05,0.88,0.27,0.22,0.03,0.8,0.71,0.52,0.78,0.29,0.19,0.47,0.92,0.2,0.5371,0.5086,0.5025,Environmental Preference,140,SEMINAR
2,442,EAST ATRIUM,34,CLASSROOM,,Student,0.6363636363636364,0.106060606060606,0.2575757575757575,0.32,0.88,0.56,0.21,0.96,0.82,0.15,0.82,0.48,0.57,0.51,0.54,0.57,0.76,0.51,0.55,0.73,0.98,0.25,0.67,0.57,0.06,0.45,0.58,0.73,0.22,0.5086,0.5571,0.5612,Environmental Preference,43,STAIR
2,443,AUDITORIUM,106,RESEARCH,,Student,0.2564102564102564,0.4871794871794871,0.2564102564102564,0.24,0.61,0.99,0.14,0.46,0.64,0.06,0.43,0.68,0.93,0.81,0.34,0.4,0.35,0.18,0.15,0.69,0.32,0.6,0.89,0.05,0.57,0.53,0.25,0.48,0.24,0.4586,0.4486,0.48,Circulation Preference,619,ADMIN CORR.
2,444,EAST ATRIUM,250,ADL CLASS LAB,,Student,0.2878787878787879,0.5530303030303031,0.1590909090909091,0.38,0.31,0.96,0.12,0.34,0.27,0.39,0.3,0.11,0.16,0.77,0.71,0.32,0.23,0.98,0.15,0.87,0.17,0.3,0.82,0.34,0.39,0.15,0.24,0.11,0.42,0.3443,0.3957,0.4288,Circulation Preference,397,PUBLIC CORR.
2,445,SEMINAR,84,CLASSROOM (30),,Student,0.1032608695652174,0.4184782608695652,0.4782608695652174,0.71,0.5,0.09,0.28,0.38,0.32,0.1,0.67,0.68,0.82,0.58,0.17,0.14,0.32,0.27,0.15,0.6,0.13,0.7,0.83,0.74,0.94,0.84,0.23,0.51,0.68,0.63,0.34,0.3912,Spatial Preference,441,CAFE SERVERY
2,446,EAST ATRIUM,84,CLASSROOM (30),,Student,0.684931506849315,0.0684931506849315,0.2465753424657534,0.62,0.31,0.42,0.59,0.18,0.38,0.56,0.15,0.17,0.95,0.72,0.04,0.96,0.83,0.95,0.09,0.9,0.08,0.97,0.84,0.95,1.0,0.17,0.7,0.27,0.47,0.6729,0.4371,0.5888,Environmental Preference,378,PUBLIC (STAIR)
2,447,STAIR 04,252,CLASSROOM,,Student,0.3004694835680751,0.431924882629108,0.2676056338028169,0.15,0.83,0.66,0.78,0.19,0.33,0.03,0.51,0.61,0.35,0.29,0.27,0.34,0.11,0.45,0.65,0.23,0.54,0.99,0.28,0.2,0.71,0.99,0.88,0.72,0.34,0.6557,0.4243,0.3838,Circulation Preference,380,PUBLIC (ENTRY)
2,448,EAST ATRIUM,261,RESEARCH,,Student,0.3595505617977528,0.0898876404494382,0.550561797752809,0.04,0.02,0.09,0.97,0.23,0.33,0.85,0.84,0.81,0.95,0.06,0.34,0.54,0.73,0.01,0.25,0.57,0.42,0.07,0.55,0.31,0.44,0.47,0.29,0.99,0.96,0.3643,0.3614,0.4612,Spatial Preference,17,ELEVATOR
2,449,STAIR 03,106,RESEARCH,,Student,0.1037735849056603,0.3962264150943396,0.5,0.19,0.57,0.04,0.58,0.66,0.58,0.04,0.86,0.54,0.79,0.28,0.03,0.1,0.18,0.7,0.14,0.61,0.38,0.14,0.11,0.87,0.21,0.11,0.68,0.31,0.4,0.3571,0.38,0.345,Spatial Preference,290,HUDDLE
2,450,STAIR,264,PEDIATRIC CLASS LAB,,Student,0.4931506849315068,0.3356164383561644,0.1712328767123287,0.42,0.24,0.13,0.26,0.2,0.39,0.47,0.73,0.03,0.03,0.87,0.91,0.31,0.69,0.76,0.19,0.53,0.45,0.44,0.1,0.29,0.39,0.82,0.33,0.7,0.44,0.4029,0.3014,0.4737,Environmental Preference,25,HK STORAGE
